frame,tiempo,id_objeto,tipo,equipo,x,y,area,intervencion_humana
268,10.72,2,robot,Equipo A,32.87,72.75,10197,no
268,10.72,3,robot,Equipo B,147.84,70.75,7135,no
268,10.72,4,robot,Equipo B,146.88,67.52,0,no
268,10.72,0,balon,balon,66.18,71.88,715,no
269,10.76,1,robot,Equipo A,47.87,47.23,12641,no
269,10.76,2,robot,Equipo A,33.37,72.62,10197,no
269,10.76,3,robot,Equipo B,147.85,70.61,7135,no
269,10.76,4,robot,Equipo B,146.88,67.52,0,no
269,10.76,0,balon,balon,66.17,71.77,721,no
270,10.8,1,robot,Equipo A,49.14,44.67,12655,no
270,10.8,2,robot,Equipo A,33.17,72.59,10016,no
270,10.8,3,robot,Equipo B,147.83,70.55,7192,no
270,10.8,4,robot,Equipo B,146.88,67.52,0,no
270,10.8,0,balon,balon,66.17,71.71,715,no
271,10.84,1,robot,Equipo A,49.93,42.5,12655,no
271,10.84,2,robot,Equipo A,32.92,72.57,10016,no
271,10.84,3,robot,Equipo B,147.81,70.49,7192,no
271,10.84,4,robot,Equipo B,146.88,67.52,0,no
271,10.84,0,balon,balon,66.23,71.62,719,no
272,10.88,1,robot,Equipo A,50.34,40.61,12655,no
272,10.88,2,robot,Equipo A,32.62,72.55,10016,no
272,10.88,3,robot,Equipo B,147.8,70.46,7192,no
272,10.88,4,robot,Equipo B,146.88,67.52,0,no
272,10.88,0,balon,balon,66.32,71.5,723,no
273,10.92,1,robot,Equipo A,50.47,38.94,12655,no
273,10.92,2,robot,Equipo A,32.29,72.54,10016,no
273,10.92,3,robot,Equipo B,147.79,70.43,7192,no
273,10.92,4,robot,Equipo B,146.88,67.52,0,no
273,10.92,0,balon,balon,66.38,71.31,715,no
274,10.96,1,robot,Equipo A,50.39,37.44,12655,no
274,10.96,2,robot,Equipo A,31.94,72.54,10016,no
274,10.96,3,robot,Equipo B,147.78,70.4,7192,no
274,10.96,4,robot,Equipo B,146.88,67.52,0,no
274,10.96,0,balon,balon,66.47,71.07,719,no
275,11.0,1,robot,Equipo A,51.07,37.04,12615,no
275,11.0,2,robot,Equipo A,32.24,72.2,9265,no
275,11.0,3,robot,Equipo B,147.85,70.14,7172,no
275,11.0,4,robot,Equipo B,146.88,67.52,0,no
275,11.0,0,balon,balon,66.46,70.87,720,no
276,11.04,1,robot,Equipo A,51.73,36.88,12615,no
276,11.04,2,robot,Equipo A,32.57,71.88,9265,no
276,11.04,3,robot,Equipo B,147.89,69.9,7172,no
276,11.04,4,robot,Equipo B,146.88,67.52,0,no
276,11.04,0,balon,balon,66.32,70.76,721,no
277,11.08,1,robot,Equipo A,52.36,36.9,12615,no
277,11.08,2,robot,Equipo A,32.93,71.57,9265,no
277,11.08,3,robot,Equipo B,147.93,69.68,7172,no
277,11.08,4,robot,Equipo B,146.88,67.52,0,no
277,11.08,0,balon,balon,66.19,70.83,721,no
278,11.12,1,robot,Equipo A,52.97,37.07,12615,no
278,11.12,2,robot,Equipo A,33.3,71.26,9265,no
278,11.12,3,robot,Equipo B,147.96,69.49,7172,no
278,11.12,4,robot,Equipo B,146.88,67.52,0,no
278,11.12,0,balon,balon,66.05,70.94,718,no
279,11.16,1,robot,Equipo A,53.58,37.33,12615,no
279,11.16,2,robot,Equipo A,33.69,70.96,9265,no
279,11.16,3,robot,Equipo B,147.98,69.31,7172,no
279,11.16,4,robot,Equipo B,146.88,67.52,0,no
279,11.16,0,balon,balon,65.97,71.13,716,no
280,11.2,1,robot,Equipo A,52.65,39.95,11157,no
280,11.2,2,robot,Equipo A,33.27,71.28,10187,no
280,11.2,3,robot,Equipo B,147.85,69.49,7140,no
280,11.2,4,robot,Equipo B,146.88,67.52,0,no
280,11.2,0,balon,balon,65.93,71.3,727,no
281,11.24,1,robot,Equipo A,51.99,42.13,11157,no
281,11.24,2,robot,Equipo A,32.82,71.62,10187,no
281,11.24,3,robot,Equipo B,147.72,69.71,7140,no
281,11.24,4,robot,Equipo B,146.88,67.52,0,no
281,11.24,0,balon,balon,65.97,71.45,716,no
282,11.28,1,robot,Equipo A,51.53,43.99,11157,no
282,11.28,2,robot,Equipo A,32.33,71.99,10187,no
282,11.28,3,robot,Equipo B,147.59,69.94,7140,no
282,11.28,4,robot,Equipo B,146.88,67.52,0,no
282,11.28,0,balon,balon,66.06,71.6,706,no
283,11.32,1,robot,Equipo A,51.22,45.59,11157,no
283,11.32,2,robot,Equipo A,31.83,72.37,10187,no
283,11.32,3,robot,Equipo B,147.45,70.18,7140,no
283,11.32,4,robot,Equipo B,146.88,67.52,0,no
283,11.32,0,balon,balon,66.23,71.75,715,no
284,11.36,1,robot,Equipo A,51.02,47.01,11157,no
284,11.36,2,robot,Equipo A,31.31,72.77,10187,no
284,11.36,3,robot,Equipo B,147.32,70.44,7140,no
284,11.36,4,robot,Equipo B,146.88,67.52,0,no
284,11.36,0,balon,balon,66.39,71.9,708,no
285,11.4,1,robot,Equipo A,50.56,47.14,12159,no
285,11.4,2,robot,Equipo A,31.8,72.81,9785,no
285,11.4,3,robot,Equipo B,147.46,70.49,7029,no
285,11.4,4,robot,Equipo B,146.88,67.52,0,no
285,11.4,0,balon,balon,66.54,71.98,715,no
286,11.44,1,robot,Equipo A,50.21,47.09,12159,no
286,11.44,2,robot,Equipo A,32.35,72.77,9785,no
286,11.44,3,robot,Equipo B,147.61,70.52,7029,no
286,11.44,4,robot,Equipo B,146.88,67.52,0,no
286,11.44,0,balon,balon,66.69,72.09,716,no
287,11.48,1,robot,Equipo A,49.95,46.91,12159,no
287,11.48,2,robot,Equipo A,32.94,72.67,9785,no
287,11.48,3,robot,Equipo B,147.75,70.55,7029,no
287,11.48,4,robot,Equipo B,146.88,67.52,0,no
287,11.48,0,balon,balon,66.77,72.21,724,no
288,11.52,1,robot,Equipo A,49.75,46.63,12159,no
288,11.52,2,robot,Equipo A,33.56,72.52,9785,no
288,11.52,3,robot,Equipo B,147.89,70.57,7029,no
288,11.52,4,robot,Equipo B,146.88,67.52,0,no
288,11.52,0,balon,balon,66.81,72.28,718,no
289,11.56,1,robot,Equipo A,49.6,46.28,12159,no
289,11.56,2,robot,Equipo A,34.2,72.34,9785,no
289,11.56,3,robot,Equipo B,148.04,70.58,7029,no
289,11.56,4,robot,Equipo B,146.88,67.52,0,no
289,11.56,0,balon,balon,66.9,72.39,712,no
290,11.6,1,robot,Equipo A,49.46,46.7,11655,no
290,11.6,2,robot,Equipo A,34.01,72.6,10082,no
290,11.6,3,robot,Equipo B,148.15,70.71,7305,no
290,11.6,4,robot,Equipo B,146.88,67.52,0,no
290,11.6,0,balon,balon,66.95,72.44,712,no
291,11.64,1,robot,Equipo A,49.42,47.15,11655,no
291,11.64,2,robot,Equipo A,33.72,72.87,10082,no
291,11.64,3,robot,Equipo B,148.23,70.8,7305,no
291,11.64,4,robot,Equipo B,146.88,67.52,0,no
291,11.64,0,balon,balon,66.91,72.47,718,no
292,11.68,1,robot,Equipo A,49.46,47.64,11655,no
292,11.68,2,robot,Equipo A,33.37,73.14,10082,no
292,11.68,3,robot,Equipo B,148.29,70.87,7305,no
292,11.68,4,robot,Equipo B,146.88,67.52,0,no
292,11.68,0,balon,balon,66.83,72.49,714,no
293,11.72,1,robot,Equipo A,49.56,48.16,11655,no
293,11.72,2,robot,Equipo A,32.96,73.42,10082,no
293,11.72,3,robot,Equipo B,148.33,70.92,7305,no
293,11.72,4,robot,Equipo B,146.88,67.52,0,no
293,11.72,0,balon,balon,66.72,72.57,711,no
294,11.76,1,robot,Equipo A,49.71,48.68,11655,no
294,11.76,2,robot,Equipo A,32.51,73.69,10082,no
294,11.76,3,robot,Equipo B,148.37,70.95,7305,no
294,11.76,4,robot,Equipo B,146.88,67.52,0,no
294,11.76,0,balon,balon,66.53,72.61,728,no
295,11.8,1,robot,Equipo A,49.39,48.43,12107,no
295,11.8,2,robot,Equipo A,32.53,73.62,9807,no
295,11.8,3,robot,Equipo B,148.29,70.95,7214,no
295,11.8,4,robot,Equipo B,146.88,67.52,0,no
295,11.8,0,balon,balon,66.36,72.56,725,no
296,11.84,1,robot,Equipo A,49.02,48.13,12107,no
296,11.84,2,robot,Equipo A,32.61,73.48,9807,no
296,11.84,3,robot,Equipo B,148.19,70.94,7214,no
296,11.84,4,robot,Equipo B,146.88,67.52,0,no
296,11.84,0,balon,balon,66.21,72.54,720,no
297,11.88,1,robot,Equipo A,48.59,47.8,12107,no
297,11.88,2,robot,Equipo A,32.75,73.31,9807,no
297,11.88,3,robot,Equipo B,148.08,70.93,7214,no
297,11.88,4,robot,Equipo B,146.88,67.52,0,no
297,11.88,0,balon,balon,66.06,72.53,723,no
298,11.92,1,robot,Equipo A,48.13,47.44,12107,no
298,11.92,2,robot,Equipo A,32.92,73.11,9807,no
298,11.92,3,robot,Equipo B,147.97,70.93,7214,no
298,11.92,4,robot,Equipo B,146.88,67.52,0,no
298,11.92,0,balon,balon,65.91,72.52,718,no
299,11.96,1,robot,Equipo A,47.64,47.06,12107,no
299,11.96,2,robot,Equipo A,33.12,72.89,9807,no
299,11.96,3,robot,Equipo B,147.84,70.93,7214,no
299,11.96,4,robot,Equipo B,146.88,67.52,0,no
299,11.96,0,balon,balon,65.7,72.38,728,no
300,12.0,1,robot,Equipo A,48.13,47.21,11757,no
300,12.0,2,robot,Equipo A,32.7,72.87,8198,no
300,12.0,3,robot,Equipo B,147.64,70.82,7146,no
300,12.0,4,robot,Equipo B,146.88,67.52,0,no
300,12.0,0,balon,balon,65.46,72.25,733,no
301,12.04,1,robot,Equipo A,48.53,47.4,11757,no
301,12.04,2,robot,Equipo A,32.28,72.89,8198,no
301,12.04,3,robot,Equipo B,147.5,70.7,7146,no
301,12.04,4,robot,Equipo B,146.88,67.52,0,no
301,12.04,0,balon,balon,65.33,72.1,721,no
302,12.08,1,robot,Equipo A,48.86,47.61,11757,no
302,12.08,2,robot,Equipo A,31.86,72.94,8198,no
302,12.08,3,robot,Equipo B,147.38,70.57,7146,no
302,12.08,4,robot,Equipo B,146.88,67.52,0,no
302,12.08,0,balon,balon,65.32,72.03,715,no
303,12.12,1,robot,Equipo A,49.15,47.84,11757,no
303,12.12,2,robot,Equipo A,31.44,73.01,8198,no
303,12.12,3,robot,Equipo B,147.3,70.45,7146,no
303,12.12,4,robot,Equipo B,146.88,67.52,0,no
303,12.12,0,balon,balon,65.32,71.92,730,no
304,12.16,1,robot,Equipo A,49.4,48.09,11757,no
304,12.16,2,robot,Equipo A,31.02,73.1,8198,no
304,12.16,3,robot,Equipo B,147.24,70.31,7146,no
304,12.16,4,robot,Equipo B,146.88,67.52,0,no
304,12.16,0,balon,balon,65.38,71.73,726,no
305,12.2,1,robot,Equipo A,49.48,48.02,11695,no
305,12.2,2,robot,Equipo A,31.37,72.77,9387,no
305,12.2,3,robot,Equipo B,147.3,70.18,7107,no
305,12.2,4,robot,Equipo B,146.88,67.52,0,no
305,12.2,0,balon,balon,65.54,71.56,723,no
306,12.24,1,robot,Equipo A,49.61,47.82,11695,no
306,12.24,2,robot,Equipo A,31.75,72.46,9387,no
306,12.24,3,robot,Equipo B,147.34,70.07,7107,no
306,12.24,4,robot,Equipo B,146.88,67.52,0,no
306,12.24,0,balon,balon,65.69,71.34,719,no
307,12.28,1,robot,Equipo A,49.78,47.53,11695,no
307,12.28,2,robot,Equipo A,32.13,72.14,9387,no
307,12.28,3,robot,Equipo B,147.37,70.0,7107,no
307,12.28,4,robot,Equipo B,146.88,67.52,0,no
307,12.28,0,balon,balon,65.9,71.15,716,no
308,12.32,1,robot,Equipo A,49.98,47.17,11695,no
308,12.32,2,robot,Equipo A,32.53,71.84,9387,no
308,12.32,3,robot,Equipo B,147.4,69.94,7107,no
308,12.32,4,robot,Equipo B,146.88,67.52,0,no
308,12.32,0,balon,balon,66.02,70.98,717,no
309,12.36,1,robot,Equipo A,50.2,46.75,11695,no
309,12.36,2,robot,Equipo A,32.93,71.54,9387,no
309,12.36,3,robot,Equipo B,147.41,69.9,7107,no
309,12.36,4,robot,Equipo B,146.88,67.52,0,no
309,12.36,0,balon,balon,66.21,70.83,715,no
310,12.4,1,robot,Equipo A,49.91,47.05,12252,no
310,12.4,2,robot,Equipo A,32.92,71.45,10063,no
310,12.4,3,robot,Equipo B,147.61,69.72,7273,no
310,12.4,4,robot,Equipo B,146.88,67.52,0,no
310,12.4,0,balon,balon,66.38,70.74,707,no
311,12.44,1,robot,Equipo A,49.65,47.35,12252,no
311,12.44,2,robot,Equipo A,32.87,71.43,10063,no
311,12.44,3,robot,Equipo B,147.78,69.55,7273,no
311,12.44,4,robot,Equipo B,146.88,67.52,0,no
311,12.44,0,balon,balon,66.47,70.69,723,no
312,12.48,1,robot,Equipo A,49.42,47.64,12252,no
312,12.48,2,robot,Equipo A,32.8,71.45,10063,no
312,12.48,3,robot,Equipo B,147.96,69.39,7273,no
312,12.48,4,robot,Equipo B,146.88,67.52,0,no
312,12.48,0,balon,balon,66.58,70.6,722,no
313,12.52,1,robot,Equipo A,49.21,47.94,12252,no
313,12.52,2,robot,Equipo A,32.71,71.5,10063,no
313,12.52,3,robot,Equipo B,148.12,69.23,7273,no
313,12.52,4,robot,Equipo B,146.88,67.52,0,no
313,12.52,0,balon,balon,66.71,70.61,722,no
314,12.56,1,robot,Equipo A,49.02,48.23,12252,no
314,12.56,2,robot,Equipo A,32.61,71.57,10063,no
314,12.56,3,robot,Equipo B,148.28,69.08,7273,no
314,12.56,4,robot,Equipo B,146.88,67.52,0,no
314,12.56,0,balon,balon,66.78,70.62,716,no
315,12.6,1,robot,Equipo A,48.99,48.16,12523,no
315,12.6,2,robot,Equipo A,32.53,71.3,12856,no
315,12.6,3,robot,Equipo B,148.4,69.07,7391,no
315,12.6,4,robot,Equipo B,146.88,67.52,0,no
315,12.6,0,balon,balon,66.82,70.62,727,no
316,12.64,1,robot,Equipo A,48.99,48.0,12523,no
316,12.64,2,robot,Equipo A,32.51,71.06,12856,no
316,12.64,3,robot,Equipo B,148.48,69.1,7391,no
316,12.64,4,robot,Equipo B,146.88,67.52,0,no
316,12.64,0,balon,balon,103.11,65.36,100,no
317,12.68,1,robot,Equipo A,49.04,47.77,12523,no
317,12.68,2,robot,Equipo A,32.53,70.84,12856,no
317,12.68,3,robot,Equipo B,148.55,69.16,7391,no
317,12.68,4,robot,Equipo B,146.88,67.52,0,no
317,12.68,0,balon,balon,123.07,62.54,133,no
318,12.72,1,robot,Equipo A,49.1,47.5,12523,no
318,12.72,2,robot,Equipo A,32.58,70.65,12856,no
318,12.72,3,robot,Equipo B,148.6,69.24,7391,no
318,12.72,4,robot,Equipo B,146.88,67.52,0,no
318,12.72,0,balon,balon,134.05,60.98,166,no
319,12.76,1,robot,Equipo A,49.19,47.18,12523,no
319,12.76,2,robot,Equipo A,32.65,70.46,12856,no
319,12.76,3,robot,Equipo B,148.64,69.33,7391,no
319,12.76,4,robot,Equipo B,146.88,67.52,0,no
319,12.76,0,balon,balon,140.16,60.19,207,no
320,12.8,1,robot,Equipo A,49.07,47.37,12582,no
320,12.8,2,robot,Equipo A,32.74,70.76,10296,no
320,12.8,3,robot,Equipo B,148.6,69.37,7364,no
320,12.8,4,robot,Equipo B,146.88,67.52,0,no
320,12.8,0,balon,balon,143.39,59.69,163,no
321,12.84,1,robot,Equipo A,48.95,47.66,12582,no
321,12.84,2,robot,Equipo A,32.77,71.02,10296,no
321,12.84,3,robot,Equipo B,148.56,69.4,7364,no
321,12.84,4,robot,Equipo B,146.88,67.52,0,no
321,12.84,0,balon,balon,145.16,59.42,163,no
322,12.88,1,robot,Equipo A,48.83,48.02,12582,no
322,12.88,2,robot,Equipo A,32.76,71.24,10296,no
322,12.88,3,robot,Equipo B,148.54,69.42,7364,no
322,12.88,4,robot,Equipo B,146.88,67.52,0,no
322,12.88,0,balon,balon,146.14,59.26,163,no
323,12.92,1,robot,Equipo A,48.7,48.44,12582,no
323,12.92,2,robot,Equipo A,32.72,71.45,10296,no
323,12.92,3,robot,Equipo B,148.52,69.43,7364,no
323,12.92,4,robot,Equipo B,146.88,67.52,0,no
323,12.92,0,balon,balon,146.67,59.18,163,no
324,12.96,1,robot,Equipo A,48.57,48.9,12582,no
324,12.96,2,robot,Equipo A,32.65,71.65,10296,no
324,12.96,3,robot,Equipo B,148.51,69.45,7364,no
324,12.96,4,robot,Equipo B,146.88,67.52,0,no
324,12.96,0,balon,balon,146.97,59.14,163,no
325,13.0,1,robot,Equipo A,49.63,45.7,12724,no
325,13.0,2,robot,Equipo A,32.53,71.64,10255,no
325,13.0,3,robot,Equipo B,148.39,69.42,7294,no
325,13.0,4,robot,Equipo B,146.88,67.52,0,no
325,13.0,0,balon,balon,146.94,59.11,124,no
326,13.04,1,robot,Equipo A,50.22,42.91,12724,no
326,13.04,2,robot,Equipo A,32.4,71.61,10255,no
326,13.04,3,robot,Equipo B,148.27,69.36,7294,no
326,13.04,4,robot,Equipo B,146.88,67.52,0,no
326,13.04,0,balon,balon,146.86,59.1,124,no
327,13.08,1,robot,Equipo A,50.45,40.41,12724,no
327,13.08,2,robot,Equipo A,32.27,71.55,10255,no
327,13.08,3,robot,Equipo B,148.14,69.28,7294,no
327,13.08,4,robot,Equipo B,146.88,67.52,0,no
327,13.08,0,balon,balon,146.75,59.09,124,no
328,13.12,1,robot,Equipo A,50.41,38.14,12724,no
328,13.12,2,robot,Equipo A,32.13,71.46,10255,no
328,13.12,3,robot,Equipo B,148.01,69.18,7294,no
328,13.12,4,robot,Equipo B,146.88,67.52,0,no
328,13.12,0,balon,balon,146.63,59.09,124,no
329,13.16,1,robot,Equipo A,50.17,36.05,12724,no
329,13.16,2,robot,Equipo A,32.0,71.36,10255,no
329,13.16,3,robot,Equipo B,147.88,69.08,7294,no
329,13.16,4,robot,Equipo B,146.88,67.52,0,no
329,13.16,0,balon,balon,146.5,59.08,124,no
330,13.2,1,robot,Equipo A,50.8,35.99,12776,no
330,13.2,2,robot,Equipo A,31.86,71.18,13113,no
330,13.2,3,robot,Equipo B,147.92,69.11,7367,no
330,13.2,4,robot,Equipo B,146.88,67.52,0,no
330,13.2,0,balon,balon,110.28,64.28,719,no
331,13.24,1,robot,Equipo A,51.45,36.27,12776,no
331,13.24,2,robot,Equipo A,31.79,71.08,13113,no
331,13.24,3,robot,Equipo B,147.98,69.16,7367,no
331,13.24,4,robot,Equipo B,146.88,67.52,0,no
331,13.24,0,balon,balon,90.43,67.07,725,no
332,13.28,1,robot,Equipo A,52.12,36.81,12776,no
332,13.28,2,robot,Equipo A,31.78,71.04,13113,no
332,13.28,3,robot,Equipo B,148.07,69.24,7367,no
332,13.28,4,robot,Equipo B,146.88,67.52,0,no
332,13.28,0,balon,balon,79.51,68.61,727,no
333,13.32,1,robot,Equipo A,52.8,37.54,12776,no
333,13.32,2,robot,Equipo A,31.8,71.05,13113,no
333,13.32,3,robot,Equipo B,148.17,69.34,7367,no
333,13.32,4,robot,Equipo B,146.88,67.52,0,no
333,13.32,0,balon,balon,73.56,69.46,719,no
334,13.36,1,robot,Equipo A,53.48,38.41,12776,no
334,13.36,2,robot,Equipo A,31.86,71.09,13113,no
334,13.36,3,robot,Equipo B,148.28,69.44,7367,no
334,13.36,4,robot,Equipo B,146.88,67.52,0,no
334,13.36,0,balon,balon,70.3,69.85,723,no
335,13.4,1,robot,Equipo A,52.22,40.8,13156,no
335,13.4,2,robot,Equipo A,32.04,71.08,10500,no
335,13.4,3,robot,Equipo B,148.29,69.31,7384,no
335,13.4,4,robot,Equipo B,146.88,67.52,0,no
335,13.4,0,balon,balon,68.56,70.07,718,no
336,13.44,1,robot,Equipo A,51.39,42.59,13156,no
336,13.44,2,robot,Equipo A,32.17,71.04,10500,no
336,13.44,3,robot,Equipo B,148.3,69.17,7384,no
336,13.44,4,robot,Equipo B,146.88,67.52,0,no
336,13.44,0,balon,balon,67.61,70.19,721,no
337,13.48,1,robot,Equipo A,50.86,43.93,13156,no
337,13.48,2,robot,Equipo A,32.28,70.98,10500,no
337,13.48,3,robot,Equipo B,148.3,69.03,7384,no
337,13.48,4,robot,Equipo B,146.88,67.52,0,no
337,13.48,0,balon,balon,67.14,70.26,723,no
338,13.52,1,robot,Equipo A,50.58,44.94,13156,no
338,13.52,2,robot,Equipo A,32.35,70.89,10500,no
338,13.52,3,robot,Equipo B,148.31,68.89,7384,no
338,13.52,4,robot,Equipo B,146.88,67.52,0,no
338,13.52,0,balon,balon,66.89,70.3,726,no
339,13.56,1,robot,Equipo A,50.47,45.69,13156,no
339,13.56,2,robot,Equipo A,32.41,70.79,10500,no
339,13.56,3,robot,Equipo B,148.31,68.75,7384,no
339,13.56,4,robot,Equipo B,146.88,67.52,0,no
339,13.56,0,balon,balon,66.81,70.38,715,no
340,13.6,1,robot,Equipo A,50.0,46.26,13211,no
340,13.6,2,robot,Equipo A,32.49,70.82,10515,no
340,13.6,3,robot,Equipo B,148.35,68.82,7376,no
340,13.6,4,robot,Equipo B,146.88,67.52,0,no
340,13.6,0,balon,balon,66.77,70.43,729,no
341,13.64,1,robot,Equipo A,49.58,46.65,13211,no
341,13.64,2,robot,Equipo A,32.55,70.88,10515,no
341,13.64,3,robot,Equipo B,148.38,68.91,7376,no
341,13.64,4,robot,Equipo B,146.88,67.52,0,no
341,13.64,0,balon,balon,66.75,70.46,726,no
342,13.68,1,robot,Equipo A,49.19,46.9,13211,no
342,13.68,2,robot,Equipo A,32.59,70.97,10515,no
342,13.68,3,robot,Equipo B,148.4,69.02,7376,no
342,13.68,4,robot,Equipo B,146.88,67.52,0,no
342,13.68,0,balon,balon,66.74,70.47,722,no
343,13.72,1,robot,Equipo A,48.83,47.06,13211,no
343,13.72,2,robot,Equipo A,32.63,71.06,10515,no
343,13.72,3,robot,Equipo B,148.42,69.13,7376,no
343,13.72,4,robot,Equipo B,146.88,67.52,0,no
343,13.72,0,balon,balon,66.73,70.48,718,no
344,13.76,1,robot,Equipo A,48.49,47.14,13211,no
344,13.76,2,robot,Equipo A,32.65,71.17,10515,no
344,13.76,3,robot,Equipo B,148.43,69.25,7376,no
344,13.76,4,robot,Equipo B,146.88,67.52,0,no
344,13.76,0,balon,balon,66.66,70.48,710,no
345,13.8,1,robot,Equipo A,48.48,47.34,13494,no
345,13.8,2,robot,Equipo A,32.5,70.96,12810,no
345,13.8,3,robot,Equipo B,148.44,69.2,7304,no
345,13.8,4,robot,Equipo B,146.88,67.52,0,no
345,13.8,0,balon,balon,66.62,70.55,723,no
346,13.84,1,robot,Equipo A,48.5,47.53,13494,no
346,13.84,2,robot,Equipo A,32.38,70.77,12810,no
346,13.84,3,robot,Equipo B,148.45,69.13,7304,no
346,13.84,4,robot,Equipo B,146.88,67.52,0,no
346,13.84,0,balon,balon,66.6,70.59,714,no
347,13.88,1,robot,Equipo A,48.56,47.71,13494,no
347,13.88,2,robot,Equipo A,32.29,70.6,12810,no
347,13.88,3,robot,Equipo B,148.45,69.03,7304,no
347,13.88,4,robot,Equipo B,146.88,67.52,0,no
347,13.88,0,balon,balon,66.53,70.61,726,no
348,13.92,1,robot,Equipo A,48.64,47.88,13494,no
348,13.92,2,robot,Equipo A,32.22,70.42,12810,no
348,13.92,3,robot,Equipo B,148.46,68.93,7304,no
348,13.92,4,robot,Equipo B,146.88,67.52,0,no
348,13.92,0,balon,balon,66.49,70.62,717,no
349,13.96,1,robot,Equipo A,48.74,48.04,13494,no
349,13.96,2,robot,Equipo A,32.17,70.26,12810,no
349,13.96,3,robot,Equipo B,148.46,68.81,7304,no
349,13.96,4,robot,Equipo B,146.88,67.52,0,no
349,13.96,0,balon,balon,66.4,70.62,722,no
350,14.0,1,robot,Equipo A,49.8,44.99,12740,no
350,14.0,2,robot,Equipo A,32.24,70.46,10466,no
350,14.0,3,robot,Equipo B,148.39,68.91,7315,no
350,14.0,4,robot,Equipo B,146.88,67.52,0,no
350,14.0,0,balon,balon,66.36,70.63,725,no
351,14.04,1,robot,Equipo A,50.35,42.44,12740,no
351,14.04,2,robot,Equipo A,32.25,70.65,10466,no
351,14.04,3,robot,Equipo B,148.3,69.01,7315,no
351,14.04,4,robot,Equipo B,146.88,67.52,0,no
351,14.04,0,balon,balon,66.33,70.63,728,no
352,14.08,1,robot,Equipo A,50.51,40.28,12740,no
352,14.08,2,robot,Equipo A,32.23,70.83,10466,no
352,14.08,3,robot,Equipo B,148.2,69.13,7315,no
352,14.08,4,robot,Equipo B,146.88,67.52,0,no
352,14.08,0,balon,balon,66.32,70.63,716,no
353,14.12,1,robot,Equipo A,50.38,38.41,12740,no
353,14.12,2,robot,Equipo A,32.18,71.0,10466,no
353,14.12,3,robot,Equipo B,148.09,69.25,7315,no
353,14.12,4,robot,Equipo B,146.88,67.52,0,no
353,14.12,0,balon,balon,66.31,70.63,725,no
354,14.16,1,robot,Equipo A,50.04,36.75,12740,no
354,14.16,2,robot,Equipo A,32.1,71.16,10466,no
354,14.16,3,robot,Equipo B,147.97,69.38,7315,no
354,14.16,4,robot,Equipo B,146.88,67.52,0,no
354,14.16,0,balon,balon,66.31,70.57,724,no
355,14.2,1,robot,Equipo A,50.78,36.48,12776,no
355,14.2,2,robot,Equipo A,32.01,70.99,12956,no
355,14.2,3,robot,Equipo B,148.03,69.3,7291,no
355,14.2,4,robot,Equipo B,146.88,67.52,0,no
355,14.2,0,balon,balon,66.3,70.53,728,no
356,14.24,1,robot,Equipo A,51.54,36.46,12776,no
356,14.24,2,robot,Equipo A,31.98,70.83,12956,no
356,14.24,3,robot,Equipo B,148.1,69.2,7291,no
356,14.24,4,robot,Equipo B,146.88,67.52,0,no
356,14.24,0,balon,balon,66.3,70.51,732,no
357,14.28,1,robot,Equipo A,52.33,36.63,12776,no
357,14.28,2,robot,Equipo A,31.99,70.67,12956,no
357,14.28,3,robot,Equipo B,148.19,69.09,7291,no
357,14.28,4,robot,Equipo B,146.88,67.52,0,no
357,14.28,0,balon,balon,66.36,70.5,726,no
358,14.32,1,robot,Equipo A,53.13,36.93,12776,no
358,14.32,2,robot,Equipo A,32.03,70.52,12956,no
358,14.32,3,robot,Equipo B,148.3,68.97,7291,no
358,14.32,4,robot,Equipo B,146.88,67.52,0,no
358,14.32,0,balon,balon,66.4,70.5,733,no
359,14.36,1,robot,Equipo A,53.94,37.34,12776,no
359,14.36,2,robot,Equipo A,32.1,70.37,12956,no
359,14.36,3,robot,Equipo B,148.41,68.84,7291,no
359,14.36,4,robot,Equipo B,146.88,67.52,0,no
359,14.36,0,balon,balon,66.42,70.49,730,no
360,14.4,1,robot,Equipo A,53.77,36.93,12705,no
360,14.4,2,robot,Equipo A,32.29,70.58,10015,no
360,14.4,3,robot,Equipo B,148.39,68.89,7272,no
360,14.4,4,robot,Equipo B,146.88,67.52,0,no
360,14.4,0,balon,balon,66.49,70.49,726,no
361,14.44,1,robot,Equipo A,53.47,36.47,12705,no
361,14.44,2,robot,Equipo A,32.4,70.77,10015,no
361,14.44,3,robot,Equipo B,148.37,68.97,7272,no
361,14.44,4,robot,Equipo B,146.88,67.52,0,no
361,14.44,0,balon,balon,66.53,70.49,730,no
362,14.48,1,robot,Equipo A,53.06,35.98,12705,no
362,14.48,2,robot,Equipo A,32.45,70.95,10015,no
362,14.48,3,robot,Equipo B,148.36,69.06,7272,no
362,14.48,4,robot,Equipo B,146.88,67.52,0,no
362,14.48,0,balon,balon,66.55,70.49,725,no
363,14.52,1,robot,Equipo A,52.58,35.47,12705,no
363,14.52,2,robot,Equipo A,32.44,71.13,10015,no
363,14.52,3,robot,Equipo B,148.35,69.16,7272,no
363,14.52,4,robot,Equipo B,146.88,67.52,0,no
363,14.52,0,balon,balon,66.57,70.49,728,no
364,14.56,1,robot,Equipo A,52.05,34.95,12705,no
364,14.56,2,robot,Equipo A,32.41,71.29,10015,no
